PM10,SO2,NO2,CO,TEMP,PRES,DEWP,RAIN,WSPM,O3,PM2.5
112,34,39,900,22.3,1010,9.8,0,1.6,61,61
115,36,37,1000,23.7,1009.3,8.1,0,1,83,53
92,34,43,800,24.8,1008.2,7.9,0,2.2,95,47
92,34,44,NA,25.5,1007.3,7.1,0,1.8,113.0976,47
97,27,31,700,25.7,1006.6,7.3,0,1.8,152,57
99,25,22,700,26.3,1005.7,7.3,0,3.4,188,54
107,21,19,700,26.2,1005,7.7,0,3.4,200,43
103,19,17,600,25.9,1004.6,7.9,0,2.8,207,49
114,20,22,600,24.8,1004.2,7.4,0,2.6,196,59
109,19,24,600,24.3,1004.5,7.4,0,1.4,196,51
103,19,32,700,23.6,1005,8.8,0,1.4,174,45
149,32,44,1200,23,1005.4,9.7,0,2.5,159,76
170,35,51,1399,22,1005.6,11.1,0,3,128,77
170,35,51,1399,21,1005.9,10.8,0,1.6,128,77
206,25,50,1100,20.2,1005.5,10.9,0,3.7,111,84
142,19,43,700,19.5,1005.4,10.8,0,2.7,76,85
127,20,41,700,19,1005.1,10.8,0,2,67,83
134,21,47,700,18.3,1004.7,10.6,0,1.7,52,87
136,21,46,NA,18.2,1004.5,10.8,0,1.2,NA,97
130,20,46,900,17.8,1004.1,10.7,0,1,46,104
123,23,41,900,17.8,1004.5,10.7,0,0.9,43,109
125,25,43,900,18.2,1004.4,10.8,0,1.8,41,112
130,26,41,900,18.2,1004.6,10.8,0,1.7,44,113
128,28,43,900,19.1,1004.5,10.9,0,1.2,47,113
143,35,50,1100,19.5,1004.3,11.3,0,1.1,46,116
141,33,52,1100,20.6,1003.7,11.5,0,2.6,54,122
141,32,52,1100,21.8,1003.1,12.1,0,2.1,54,122
141,32,52,1100,22.7,1002.7,12,0,1.9,54,122
194,31,68,1200,23.9,1001.6,11.9,0,2.4,76,149
198,33,68,1399,23.6,1001.2,11.9,0,2.3,124,160
191,34,75,1500,24,1000.6,12.6,0,1.9,130,146
190,34,75,1500,23.9,1000.4,12.5,0,1.7,130,146
196,30,62,1500,23.6,1000.2,12.6,0,2.3,154,152
196,30,62,1500,23.4,1000.5,12.7,0,1.5,154,152
174,26,59,1399,22.9,1000.5,13.1,0,1.2,160,148
170,26,44,1000,22.3,1000.8,13.1,0,1,158,129
171,21,48,1200,21.5,1001.1,13.1,0,1.4,137,138
173,18,46,1200,21.1,1000.8,13.8,0,1.7,123,136
174,16,42,1200,20.5,1000.7,13.7,0,0.4,113,139
188,21,47,1300,19.8,1000.3,13.5,0,1.6,68,158
167,20,44,1300,19.5,1000,13.7,0,1,57,160
152,17,34,1300,19,999.9,13.6,0,0.5,76,136
160,14,31,1200,18.4,999.4,13.7,0,0.5,70,139
154,10,33,1200,17.8,999,13.7,0,0.6,54,136
155,11,35,1300,17.8,999.4,13.9,0,0.7,47,139
155,10,37,1300,18.6,999.7,13.2,0,1.2,37,143
176,16,48,1399,19.3,999.6,13.2,0,0.9,30,175
184,24,56,1500,19.4,999.4,13.3,0,1.6,27,177
219,31,67,1700,20.7,999,13.9,0,0.6,30,183
219,31,67,1700,21.1,998.5,14.5,0,1.3,30,183
253,39,74,1600,21,997.8,14.9,0,2,40,203
270,34,76,1399,22.6,997,14.9,0,1.9,52,241
270,25,67,1300,22.9,995.8,14.7,0,1.7,58,230
242,33,54,1200,24,995.1,13.8,0,3.7,77,194
205,33,43,1100,23.2,994.5,13.7,0,3.3,103,193
103,17,21,600,23.3,994.3,13.7,0,4.7,154,82
102,16,20,600,23.1,993.7,13.6,0,3.5,154,82
118,14,21,500,22.9,994.2,13.7,0,2.5,149,80
114,14,21,500,22.8,994.5,13.6,0,2.1,150,90
102,14,24,500,22.9,994.6,13.4,0,3.4,141,91
101,13,24,500,21.5,994.6,12.9,0,2.9,141,90
96,13,24,500,20.6,995.7,13.1,0,2.1,135,84
74,11,32,700,19.7,995.3,12.7,0,3,102,52
49,10,29,700,18.7,994.7,12.7,0,3.3,82,47
57,8,36,500,18,993.5,12.7,0,3.6,60,49
47,8,36,600,17.6,993.5,12.7,0,2,54,42
53,8,25,600,17.2,992.8,12.3,0,2,62,49
54,7,25,600,16.9,992.3,12.2,0,1.2,57,61
45,7,24,600,16.8,991.4,12.3,0,2.7,56,43
52,7,28,600,16.7,990.8,12.4,0,2.1,50,47
64,7,32,700,16.5,990.1,12.6,0,2,46,51
76,6,37,700,16.6,989.3,12.9,0,1.6,40,76
76,6,41,800,17.4,989.9,13.5,0,0.7,37,56
76,6,41,800,19.9,989.7,14,0,1.9,37,56
150,10,34,800,24.6,989.7,4.9,0,3,42,126
131,9,34,800,25.7,990.3,-7,0,6,57,125
150,10,34,800,25.7,990.3,-8.2,0,9.2,42,126
502,3,9,200,25.9,989.5,-8.1,0,5.2,93,38
501,3,9,200,26,989.5,-8,0,6.2,93,37
403,3,14,200,25.2,990.2,-8.6,0,8.4,83,41
283,3,14,200,24.2,990.9,-7,0,5.4,83,40
492,3,13,200,22.6,992.1,-7.3,0,6.8,83,37
292,3,12,200,21.5,993.2,-7.2,0,1.8,83,37
292,3,12,200,20.8,994.3,-6.8,0,2.6,79,36
87,3,12,200,19.9,994.7,-6.7,0,1.3,78,12
87,3,12,200,19.1,994.9,-7.3,0,2.2,78,12
52,3,8,200,17.6,995.2,-5.7,0,1.5,78,3
23,3,20,200,18.3,994.7,-6.5,0,2,64,10
13,3,48,200,19.2,994.7,-7.3,0,3.9,38,11
24,3,36,200,16.9,994.7,-5.6,0,1.4,48,7
27,3,38,200,17.6,994.3,-7,0,2.8,46,10
16,3,48,300,12.1,994.7,-4.1,0,2.5,35,10
45,3,47,300,17.2,995.2,-7.4,0,3.2,29,31
100,4,52,500,20.2,995.3,-8.2,0,3.3,20,12
100,9,34,400,22,995.1,-6.8,0,1.7,46,24
48,12,28,400,23.7,994.5,-6.4,0,2.2,60,21
48,4,26,300,25.5,993.5,-7.2,0,0.4,67,17
39,3,26,200,26.3,992.4,-5.4,0,3.7,76,20
56,3,23,200,26.7,992.1,-4,0,4.6,87,19
92,3,24,300,27.9,990.5,-3.1,0,3.6,98,30
92,3,23,300,28.2,989.8,-1.8,0,3.8,98,29
79,3,18,200,28.7,989.1,-0.5,0,5.3,116,20
194,12,19,400,28.1,988.6,-0.1,0,3.8,162,28
234,14,22,400,27.3,988,0.9,0,3.8,162,51
233,13,27,400,27.2,987.7,1.6,0,4.2,148,60
232,12,27,400,25.6,987.8,2.3,0,4.9,148,60
227,11,29,400,24.3,988,3,0,0.2,140,51
226,10,29,400,23.1,988.3,3.6,0,1,140,51
181,14,40,500,21.3,988.2,3.5,0,1.1,108,49
173,12,56,600,21.4,987.9,3.6,0,0.6,77,56
143,12,36,500,20.7,987.6,3.4,0,1.4,91,52
134,11,26,400,19.6,987.3,3.3,0,1.6,96,38
129,10,27,400,18.8,987.3,4.2,0,0.7,92,44
132,10,30,400,16.9,987.6,5.2,0,0.6,80,46
150,11,61,NA,16.3,987.6,5.3,0,0.4,NA,48
148,10,62,600,15.6,988.1,5.8,0,1.5,3,53
129,9,67,600,16,988.6,6.1,0,1.1,22,50
142,10,45,600,17.7,989.2,7.1,0,1,48,51
160,14,46,700,19.9,989.6,6.6,0,1,45,49
161,17,69,800,22.8,989.7,6.1,0,0.8,29,56
212,23,84,700,24.6,989.5,6.8,0,1.4,32,62
203,23,57,700,26.2,989.5,7.7,0,2.7,78,74
228,33,37,700,27.1,989.5,8.5,0,2.4,122,79
228,33,37,700,28.4,989.4,8.1,0,2.5,122,79
232,35,34,700,28.2,989.7,7.4,0,2.3,155,83
190,28,20,600,28.4,990,8.6,0,2.6,221,84
190,28,20,600,28.8,990.6,10,0,2.7,221,84
252,35,31,700,28,990.9,10.7,0,1.4,234,93
257,48,35,NA,27.5,991.6,11.5,0,1.8,239.2614,110
281,51,44,1100,27.1,992.8,10.7,0,0.7,224,117
218,53,47,1500,25.7,993.2,10.7,0,0.6,212,115
219,54,57,1600,23.4,995.2,12.1,0,0.2,179,117
283,42,65,1800,23.4,996.3,12.1,0,0.9,138,141
262,46,58,1800,23.7,997.3,10.4,0,1.8,124,134
264,64,74,2299,22.9,998.1,9.3,0,1,85,147
205,66,63,2000,21.6,998.3,9.5,0,0.5,91,127
197,59,59,2000,19.9,998.5,9.2,0,0.6,82,114
162,47,49,1899,20.1,998.8,9,0,0.2,78,106
172,40,29,1700,18.4,999.5,9.5,0,0.7,96,95
167,35,33,1600,18.6,1000.4,9.1,0,0.8,85,96
146,32,29,1500,18.2,1000.9,9.3,0,0.6,87,91
157,30,30,1399,20,1001.7,9.8,0,0.2,84,87
153,35,36,1399,23.2,1001.9,7.3,0,0.4,80,88
175,39,65,1500,24.5,1002.3,8.8,0,1.5,61,97
188,42,73,1500,26.4,1002.5,6.9,0,1.7,74,106
212,45,66,1300,27.4,1002.5,6.2,0,2.9,98,107
172,45,38,1100,27.7,1002.5,7,0,2.1,148,103
175,42,35,1000,28,1002.1,8.8,0,1.6,177,88
188,44,28,1000,28.7,1001.4,8.9,0,2.9,207,96
218,59,22,1200,28.7,1001,8.9,0,3.9,246,108
194,54,22,1300,27.6,1000.9,8,0,2.4,238,106
163,43,22,1200,27.4,1000.8,7.3,0,3,229,87
131,28,24,900,26.7,1001.4,5.6,0,3.8,203,76
86,20,27,600,25.8,1001.5,4.3,0,2.5,177,61
87,13,36,400,25.1,1002.7,3.1,0,3.2,128,46
73,13,41,500,24.4,1003.6,0.6,0,1.4,113,38
64,9,47,400,22.5,1003.4,2,0,0.6,82,40
81,5,48,400,21.3,1003.6,2.5,0,0.8,61,39
87,6,58,500,20.1,1003.7,2.9,0,0,42,37
96,6,37,500,19.1,1003.5,2.9,0,0,58,50
74,5,27,400,18.1,1003.2,2.8,0,0.5,63,28
46,4,23,400,17.6,1003.1,3.1,0,1.3,63,34
36,3,18,300,16.5,1003,2.8,0,0.6,67,24
38,3,25,300,17.5,1002.9,2.6,0,0.8,58,22
25,3,24,300,18.1,1003.5,2.8,0,0.6,60,16
65,4,34,300,19.1,1003.9,4.8,0,0.8,48,26
120,15,80,600,19.9,1003.5,4.8,0,0.7,4,36
137,13,75,600,24.1,1003.3,2.8,0,0.4,5,39
48,12,64,600,25.1,1002.9,1.9,0,1.8,28,38
62,12,68,600,24.8,1002.6,2.2,0,1.4,40,53
82,18,71,600,25.8,1002,4.3,0,1.3,41,41
102,22,46,600,27.1,1000.8,4.2,0,2.2,80,48
84,17,39,600,28.1,1000,5,0,0.8,102,36
101,15,30,500,28.6,998.9,5.4,0,1.9,130,45
127,16,33,500,29.2,998.4,5.3,0,1.3,149,41
146,25,54,800,28.9,997.8,6.9,0,2.7,154,77
148,34,79,1100,28.3,997.8,9.6,0,1.8,145,79
281,57,80,1800,27.3,998,10.5,0,1.5,170,115
287,73,76,2500,26.2,999,11.1,0,0.7,172,139
275,75,71,3000,25.4,1000.3,10,0,1.1,168,154
213,67,64,2500,24.4,1001,10.3,0,1,148,143
202,55,58,2200,23.1,1001.1,10.8,0,0.5,131,127
175,45,54,2000,22.5,1001,10.9,0,0.2,117,115
169,40,47,1899,21.9,1001.2,11,0,0.4,112,110
168,40,42,1899,21.6,1001.4,11.3,0,1.2,113,110
173,40,37,2000,21.6,1001,11.6,0,0.9,117,115
179,36,30,2000,20.2,1001.2,11.4,0,0.7,126,120
167,31,38,1899,21.4,1001.5,11.7,0,1.3,111,120
155,27,41,1500,21.1,1002.1,12.2,0,1,90,105
113,22,58,1399,21.9,1003.3,13,0,1,51,78
240,25,82,2000,24.9,1003.4,12.5,0,1.5,41,119
291,39,128,2100,28.1,1003.5,6.8,0,2.2,18,180
291,18,42,600,29.1,1003.7,6.5,0,3.1,40,51
29,7,16,300,30,1003.7,6.6,0,4,68,15
30,4,11,200,30.5,1003.5,6.4,0,3.4,79,20
32,4,10,200,31.4,1003.4,7.1,0,2.5,89,21
78,6,6,200,30.3,1003.2,7.5,0,2,106,25
30,4,7,200,31,1003,6.8,0,3.5,104,26
13,4,7,200,28.3,1003.4,7.5,0,2.9,104,8
35,3,8,200,25.9,1003.7,7.9,0,3.1,98,18
44,3,8,200,24.5,1003.2,8.4,0,1,96,16
35,3,19,200,24.2,1003.6,8.6,0,2.1,86,16
33,3,24,300,23.1,1004,10.2,0,1.9,77,20
51,7,22,300,22.6,1004.2,10.4,0,1.7,79,17
39,6,18,300,22.2,1004.5,10.3,0,1.4,79,19
26,5,15,300,21.9,1004.8,10.7,0,0.7,79,13
37,7,21,300,21.7,1004.8,10.8,0,0.9,70,19
32,9,24,400,21.4,1004.4,10.8,0,1.2,60,21
24,7,24,300,20.8,1004,11.1,0,0.7,53,17
33,7,25,300,19.8,1003.6,11,0,0.6,46,21
35,8,34,NA,19,1003.7,11.3,0,1,NA,21
47,8,35,400,17.9,1003.8,11.2,0,0.9,31,24
34,7,36,400,18,1003.9,11.5,0,0.8,25,26
58,8,36,500,20.1,1003.7,12.1,0,0.9,24,28
72,14,42,600,23,1003.5,12,0,0.8,19,41
64,20,42,600,24.9,1003.3,11.5,0,1,28,42
51,24,40,500,26,1002.9,11,0,2.1,43,45
65,19,41,500,27.4,1002.5,11,0,3.2,67,44
98,17,38,500,28.5,1001.8,9.7,0,1.2,99,35
67,15,32,500,29.6,1000.7,10.2,0,1.9,134,41
94,16,30,600,30.1,1000,9,0,2.6,167,51
88,18,24,600,30.6,999.4,9.5,0,2.7,204,60
115,35,25,900,30.7,998.7,10.1,0,3.3,243,77
168,40,28,1100,30.1,998.5,10.1,0,3.3,272,89
197,58,35,1700,29.4,998.3,10.5,0,2.9,271,109
175,60,36,1800,28.5,998.5,10.7,0,3.1,261,107
165,45,36,1600,27.2,999.4,11.2,0,3.1,248,94
178,34,43,1399,26.2,1000.3,12.3,0,1.5,203,96
179,33,45,1500,25.4,1000.6,13.9,0,2.1,155,95
197,30,42,1399,24.4,1000.7,15.3,0,2.3,126,91
192,24,40,1000,23.4,1000.6,16.9,0,2.4,98,90
197,16,38,700,22.5,1000.3,17,0,2.2,65,86
118,13,36,500,21.5,999.9,17.3,0,3.7,39,82
87,16,31,500,21.4,999.8,16.8,0,1.8,33,78
87,18,20,500,21.4,999.7,16.6,0,1.3,48,78
76,24,20,500,21.3,999.6,16.5,0,1.8,48,69
95,43,30,800,21.4,999.9,15.7,0,0.5,34,85
96,54,24,1100,22,999.7,16.3,0,1.1,49,109
44,58,14,800,22.6,999.8,16.2,0,1.5,74,90
104,61,22,800,22.7,999.7,16.3,0,0.9,65,80
128,66,40,1000,22.7,1000,16.3,0,0.5,48,113
144,54,42,900,23.4,999.9,16.7,0,1.5,44,110
137,59,45,900,23.6,999.2,16.4,0,1.9,45,104
137,48,29,800,23.9,998.6,16.4,0,1,71,96
113,47,31,800,23.9,998.2,16.9,0,2.9,75,104
140,50,39,1200,23.6,998.3,15.4,0,3.5,66,107
141,75,43,1500,23.2,998.7,15.3,0,2.8,77,114
129,74,39,1700,22.6,999.1,14.9,0,1.8,82,114
142,77,36,1600,21.9,999.2,15.7,0,3.4,81,112
157,66,36,1399,21.2,999.6,16.2,0,4.2,71,116
118,39,29,1000,18.9,1000.7,17.2,0,3.1,66,104
108,15,25,700,18.5,1001.7,16.8,0.5,3.1,47,76
108,9,30,900,17.6,1002,16.3,0.3,3.6,26,67
16,8,24,600,17.1,1002.4,16,0.4,3.6,41,66
9,7,13,300,16.5,1002.4,15.4,0.9,2.7,57,48
42,6,10,200,16.3,1001.9,15.3,0.5,1.5,62,42
3,6,7,200,16.1,1000.9,15.1,0.9,1.2,63,42
11,5,4,NA,16.3,1000.4,14.8,0.1,1.5,66.6162,39
5,5,2,200,16.6,1000.4,14.8,0,0.5,70,37
21,6,3,200,16.3,1000.2,14.8,0,0.5,59,21
22,6,4,300,16.3,1000.1,15,0,1,60,39
26,6,6,300,16.6,1000.5,15.3,0,0.2,58,24
45,7,15,300,17.1,1000.8,14.9,0,0.9,52,38
50,7,18,300,17.6,1000.6,14.9,0,1.1,42,40
8,8,14,300,18.4,1000.3,15.1,0,1.5,56,40
22,10,13,300,18.9,1000.1,14.8,0,1.2,63,37
44,17,15,500,19.2,999.3,15.1,0,1.6,67,30
54,17,20,500,19.5,998.6,15.4,0,1.2,68,53
59,17,22,500,19.6,998,15.5,0,0.9,72,46
78,14,34,500,20.4,997.4,15.4,0,1,55,74
65,16,37,500,21.2,997.1,15.3,0,0.5,57,56
69,17,36,500,21.3,996.8,15.2,0,1.6,64,59
69,14,33,500,20.9,996.5,15,0,0.7,72,62
68,12,27,500,20.7,996.8,14.8,0,0.9,75,61
56,10,24,400,20.4,997.2,15.2,0,0.8,74,53
56,9,40,500,19.8,997.5,15.9,0,0.7,55,46
92,9,43,500,19.5,997.7,16,0,1.1,41,76
52,8,27,400,19,996.4,15.7,0,0.2,40,63
61,8,64,500,18.2,996.2,15.1,0,0.7,8,56
47,7,42,500,18.2,995.8,15.1,0,0.4,18,75
40,7,20,500,17.7,995.6,15.1,0,0.2,30,69
61,8,21,500,17.7,995.5,15.1,0,0.5,28,56
58,8,23,500,17.4,995.8,15,0,1.5,24,58
124,9,41,700,17.8,996.1,15.8,0,1,11,81
61,10,48,700,17.7,996.2,16.2,0.1,0.7,5,81
122,9,49,900,17.9,996.5,16.1,0,0,6,94
97,10,44,800,18.2,996.5,16.5,0,0.5,6,96
102,10,48,1000,18.9,998,16.7,0,1.2,7,88
126,12,50,1000,19.5,997.7,17.3,0.2,0.4,7,120
127,11,46,1000,19.6,997.7,17.7,0.1,1,8,122
128,12,44,800,20.6,996.5,15.4,0,0.4,11,91
24,14,41,600,20.4,997.3,17,0,1.3,16,62
34,14,44,600,20,996.6,16.6,0,0,16,29
34,11,57,700,21.3,997.1,16.3,0,0.1,10,94
31,14,58,700,22.4,996.3,14.8,0,0,11,86
12,22,51,500,23,995.7,15.3,0,0.9,27,68
136,21,58,600,22.7,995.4,14.5,0,1,36,68
136,16,54,500,22.2,995.7,15.8,0,0.7,84,83
108,12,49,400,20.3,996.3,15.7,0,0.6,58,58
91,9,64,600,18.4,997.6,14.9,0,0.2,37,70
24,9,58,500,20.7,998.7,1,0,4.4,21,69
57,9,51,400,22,999.3,-0.1,0,1.2,15,57
20,8,11,100,19.2,999.8,2.5,0,1,55,15
276,8,40,100,20.4,1000.4,1.8,0,2.5,27,70
140,7,35,100,20.4,1000.8,2.7,0,3.7,36,44
90,7,32,100,19.4,1001.4,3.5,0,3.1,38,12
77,12,33,NA,18.8,1002.1,4.2,0,3.6,NA,9
29,15,33,100,19,1001.9,4,0,4.7,40,6
19,18,22,200,19.3,1002.2,3,0,5.4,38,9
13,16,20,100,20.6,1002.7,3.3,0,4,40,8
45,22,20,200,22,1002.8,3.6,0,3.9,41,10
36,23,23,200,23.5,1002.5,2.9,0,3.2,40,11
15,18,19,200,25.1,1002,1.2,0,5,49,12
15,17,19,200,26.6,1001.2,-2.2,0,5,57,6
15,11,17,200,28.1,1000.7,-2.9,0,3.5,70,6
30,6,14,100,29.1,999.9,-3.2,0,2.2,83,30
6,6,13,100,29.9,999.4,-3.8,0,6.1,93,17
38,6,12,100,30.4,998.6,-3.4,0,5.6,97,11
41,7,15,100,31,998.2,-4.2,0,4.7,99,8
42,8,16,100,31.3,997.9,-4,0,4.4,100,3
32,5,18,100,31.2,997.7,-2.8,0,2.6,99,11
46,6,17,100,29.5,997.7,-1.8,0,1.3,99,3
55,8,16,200,24.9,998,1.7,0,0.7,80,10
81,12,NA,300,22.7,998.9,3.2,0,1,52,18
172,15,NA,300,20.6,999.5,1.9,0,0,61,32
51,10,NA,300,19.3,999.8,0.8,0,1.7,46,31
38,6,NA,200,17.9,999.7,0.5,0,0,58,14
26,6,NA,100,17.5,999.5,0.2,0,0,58,12
25,6,NA,100,16.6,999.6,0.7,0,0.5,56,7
62,6,NA,200,15.4,999.6,1.1,0,0.1,46,24
32,6,NA,200,14.7,999.8,1.2,0,0,32,17
69,10,NA,300,14.8,1000.2,1,0,1,25,18
51,11,NA,400,15.1,1000.5,2.6,0,0.1,10,20
63,11,NA,400,19.4,1000.5,3.9,0,0,18,15
74,13,NA,300,22.9,1000.6,3.4,0,1.5,28,8
123,14,NA,500,24.7,1000.3,3.9,0,1.2,17,19
123,14,NA,NA,26.7,999.3,4.4,0,1.2,25.4898,19
97,18.8496,NA,NA,29,998.4,5.8,0,2.1,20.9916,29
121,15.1368,NA,NA,31.4,997.5,2.5,0,2.4,24.633,89
91,15.708,41.4706,NA,33.8,996.3,3.5,0,2.7,NA,39
69,16.8504,59.3317,NA,35.1,995.1,3.6,0,2.8,137.088,49
79,17.4216,51.7356,NA,35.2,994.5,1.5,0,4.4,183.9978,62
99,17.136,33.4639,NA,35.3,993.9,0.4,0,5.6,202.8474,37
28,17.7072,22.583,NA,34.5,993.4,2.1,0,5.2,185.4972,12
160,19,26,500,33.3,993.2,3.2,0,4.5,203,34
151,24,31,600,31.5,993.4,7.2,0,2.2,208,57
210,38,39,600,30.2,993.7,5.4,0,2.2,190,43
153,44,42,800,29.2,994.2,5.3,0,1.2,188,60
161,36,38,700,27.1,994.3,7.5,0,0.8,159,56
186,29,54,900,25.4,994.2,7.5,0,2,114,48
158,27,56,1000,24.3,994.1,7,0,1.1,94,60
84,32,33,800,22.9,994.1,7.4,0,1,113,56
122,30,25,700,21.4,994.3,8,0,0.1,119,46
119,27,29,900,20.8,994.3,8.1,0,0,100,55
95,28,26,800,20.4,994.3,8.4,0,0.2,100,49
116,26,21,800,18.8,994.6,9,0,0.7,106,49
105,22,31,900,18.7,994.9,9.7,0,0.9,75,52
120,21,28,900,20.4,995.2,11.1,0,0,82,55
167,21,66,1000,22.9,995.5,11.6,0,0.9,32,63
155,30,41,900,24.6,994.9,12.2,0,2.5,66,62
193,39,49,900,25.8,994.8,13,0,1.6,72,80
185,45,41,900,26.3,994.6,12.7,0,1.7,105,90
172,46,34,900,27.6,994,13.9,0,1.5,139,100
231,48,47,1000,28.2,993.4,13.3,0,1.6,155,127
200,53,45,1100,29.2,992.3,13.4,0,2.2,187,123
202,57,39,1200,30.2,991.5,12.6,0,3.2,223,132
203,62,30,1200,29.9,991.2,13.6,0,2.1,273,128
161,76,24,1300,29.2,991.2,14.2,0,3.9,265,124
183,83,26,1300,28.3,991,14.9,0,2.6,244,116
193,76,26,1300,26.9,991.8,16.5,0,3.1,239,118
259,66,30,1300,26.1,992.7,16.4,0,1.3,217,119
227,65,30,1399,25.9,993.4,16.7,0,1.6,189,141
210,56,27,1300,25.3,994.1,17,0,1.2,168,139
197,53,28,1300,23.3,994.7,17.1,0,0.6,148,146
184,42,27,1399,22.2,995.1,16.7,0,0.1,128,156
177,32,21,1399,21.2,995,16.6,0,0.7,117,151
161,25,21,1300,20.6,995.3,16,0,0.2,100,155
162,23,24,1300,20.1,995.5,15.5,0,0.1,90,158
120,23,18,1200,18.7,996,14.4,0,0.7,97,146
101,21,16,1200,17.7,996.9,13,0,1.4,95,137
24,21,18,1000,18.6,997.9,13,0,0.7,85,113
115,20,39,1000,22.6,998.2,10.7,0,0,53,91
116,28,81,1100,26.1,998.4,-0.1,0,1.1,18,112
48,16,33,500,28.1,998.2,-4,0,1.3,56,48
28,7,9,200,28.8,998.3,-3.5,0,0.6,84,28
10,6,8,200,29.7,998.3,-3.9,0,1.2,92,4
10,8,8,200,31.3,997.7,-2.7,0,2,96,22
6,7,11,200,31.3,997.2,-0.4,0,2.6,102,3
97,8,15,300,31.3,996.7,-0.4,0,2.3,128,6
59,9,14,300,30.7,996.5,-0.9,0,1.7,156,8
48,8,14,300,30.8,997.4,3.7,0,4,155,26
140,9,13,300,28.2,997.8,5.1,0,2.1,135,20
66,6,13,300,27.6,998,5.2,0,1.3,108,16
40,6,16,300,27,998.8,5.3,0,1.3,103,14
18,6,22,300,25.6,998.2,5.2,0,0.4,95,14
30,8,25,300,24.4,998.6,5.7,0,1.4,92,11
38,7,24,400,24.1,999,8.1,0,1.9,86,24
203,18,52,700,23.6,999.9,8.1,0,2.1,59,42
141,24,34,800,22.8,999.7,7.7,0,0.8,88,45
76,24,31,700,20.6,998.9,7.9,0,0,77,46
116,23,33,700,19.1,998.7,8.4,0,0.4,65,38
93,NA,33,700,18.6,998.4,8.3,0,0.7,52,42
70,20,29,NA,18,998.4,8.3,0,1,NA,32
88,30,29,900,18.9,998.1,8.8,0,0.4,39,55
91,26,22,800,17.8,999.3,9.4,0,1.7,51,41
128,40,59,1200,19.9,998.2,9.7,0,0.7,20,57
175,48,43,1300,20.7,997.9,14.6,0,2,37,81
389,100,44,2799,20.7,997.9,15,0,2.3,62,196
318,101,39,2500,20.8,997.3,15.3,0,2.1,74,243
281,101,48,2899,21.2,996.9,15.5,0,1.4,68,247
344,130,62,4000,21.6,996.4,15.7,0,1.9,61,289
319,145,65,4099,22.4,995.5,16,0,2.6,64,294
345,160,65,4200,23.4,994.8,16.7,0,1.7,73,276
348,124,55,3899,24.3,993.8,17.3,0,1.9,90,279
286,102,46,3500,24.2,993.3,17.7,0,0.7,121,272
244,79,41,3100,24.3,992.8,17.8,0,1.9,123,240
222,70,41,2700,23.7,992.8,17.2,0,1.2,118,216
223,74,38,2299,23.6,993,17.1,0,0.5,123,196
175,78,41,2899,23.3,993.8,17.3,0,1,101,166
226,74,38,3000,23.4,995,17.2,0,0.5,94,219
200,68,32,2600,23.2,995.1,17,0,1,97,190
200,58,30,1899,22.3,995.2,17,0,0.2,94,176
94,59,23,1500,21.1,995.3,17.1,0,0.9,100,122
126,59,23,1500,20.5,994.9,17.1,0,0.2,100,122
141,38,18,1600,19.6,994.6,16.8,0,0.6,77,123
141,30,17,1500,18.7,994.5,16.3,0,0,71,155
125,22,45,1600,18.2,994.5,16.2,0,0.4,36,148
96,18,26,1500,17.6,995.1,15.8,0,0,48,145
128,16,45,1600,17.9,995.8,15.9,0,0.9,21,126
128,22,15,1399,21,996.2,16.2,0,0.7,77,164
179,28,34,1600,23.4,996.7,16.7,0,0.6,60,159
264,32,78,1899,26.4,996.8,15.1,0,0.8,27,159
192,28,61,1800,28.1,997,15.4,0,2.6,64,191
192,33,44,1600,29.3,996.8,14.7,0,1.5,103,191
116,33,24,1399,31.4,995.8,10.1,0,1.5,159,156
52,30,16,1100,33.1,995.1,9.2,0,0.7,184,109
68,24,11,800,33.5,994.8,7.5,0,2.6,184,68
36,20,10,700,33.7,994.6,8.3,0,3.5,187,36
62,17,12,600,33.8,994.9,8.4,0,2.6,187,53
55,16,16,600,32.4,995.2,12.1,0,4,198,35
280,24,26,1000,31.6,995.5,11.4,0,3.7,294,88
192,34,35,1300,30.5,996.1,11.5,0,1.3,323,122
157,32,36,1100,29.2,996.7,11.7,0,0.7,248,105
162,30,37,1200,26.5,997.4,12.5,0,0.6,216,108
172,28,57,1300,25.2,998,12.1,0,0.6,159,115
146,27,65,1600,23.7,998.5,12.3,0,0.6,125,119
146,27,65,1600,23.2,998.9,12.5,0,0.7,125,119
134,21,41,1200,22.1,999,12.6,0,1.5,127,102
116,20,26,1100,21.5,999.4,12.6,0,0,142,98
117,18,23,1100,21.3,1000.1,13,0,1.4,132,94
145,18,57,1200,23.9,1001.3,13.1,0,2.4,82,100
168,30,75,1300,22.8,1002,15.1,0,3.4,54,103
327,57,27,1800,22.5,1002.6,15.8,0,1.3,101,154
257,72,23,2299,22.2,1003.5,16,0,2,127,185
234,76,46,2399,22.3,1004.1,16.3,0,2.2,106,204
234,74,33,2200,22.3,1004.1,16.1,0,2.4,144,195
180,65,30,1899,22.2,1004.9,16.2,0,1.4,144,172
181,64,37,2100,21.8,1004.1,16.5,0,1.5,113,162
219,55,36,2200,18.9,1004.9,17.7,22.3,1.2,98,173
211,40,49,2299,19.1,1004.2,17.9,1.8,0.7,67,164
